phrase_original,phrase_normalized,structure,len,freq_global,doc_freq,pattern_score,in_gold,status,delta_f,f_score_after
joint decision,joint decision,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
individual hypotheses,individual hypothesis,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
counterfactual reasoning,counterfactual reasoning,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
new logic,new logic,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
particular notion,particular notion,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
important properties,important property,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
new insight,new insight,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
low ability,low ability,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
highest ability,high ability,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
interesting factor,interesting factor,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
original web,original web,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
like effect,like effect,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
specific genres,specific genre,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
technical papers,technical paper,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
automatic title,automatic title,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
font size,font size,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
accurate extraction,accurate extraction,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
new findings,new finding,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
general consumption,general consumption,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
main parameters,main parameter,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
important indexing,important indexing,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
exponential indexing,exponential indexing,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
desirable feature,desirable feature,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
direct application,direct application,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
individual elements,individual element,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
redundant content,redundant content,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
unknown function,unknown function,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
virtual organizations,virtual organization,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
seamless manner,seamless manner,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
low cost,low cost,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
commercial products,commercial product,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
isolated tasks,isolated task,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
available nodes,available node,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
wide grid,wide grid,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
structured distribution,structured distribution,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
easy process,easy process,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
dynamic response,dynamic response,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
good choice,good choice,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
eclipse license,eclipse license,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
computational accuracy,computational accuracy,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
potential benefits,potential benefit,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
contemplated donation,contemplated donation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
current form,current form,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
limited negotiation,limited negotiation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
multiple parties,multiple party,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
circular dependencies,circular dependency,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
different levels,different level,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
different charities,different charity,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
limited expressiveness,limited expressiveness,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
economic loss,economic loss,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
general types,general type,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
corresponding clearing,corresponding clearing,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
restricted settings,restricted setting,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
linear programming,linear programming,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
weakly np,weakly np,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
restricted class,restricted class,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
neutral operation,neutral operation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
future energy,future energy,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
perfect knowledge,perfect knowledge,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
future behavior,future behavior,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
solar energy,solar energy,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
environmental energy,environmental energy,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
aware power,aware power,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
individual learning,individual learning,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
online reasoning,online reasoning,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
abstract architecture,abstract architecture,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
local learning,local learning,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
powerful coordination,powerful coordination,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
clustering application,clustering application,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
conceptual framework,conceptual framework,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
different learners,different learner,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
different datasets,different dataset,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
future extensions,future extension,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
semantic interpretation,semantic interpretation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
cryptographic hashing,cryptographic hashing,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
strict consistency,strict consistency,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
intensive applications,intensive application,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
intensive ones,intensive one,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
single processor,single processor,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
economic setting,economic setting,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
arbitrary value,arbitrary value,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
financial markets,financial market,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
average price,average price,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
extensive study,extensive study,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
competitive algorithms,competitive algorithm,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
online algorithms,online algorithm,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
common set,common set,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
successful task,successful task,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
strict generalization,strict generalization,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
potential function,potential function,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
main theorem,main theorem,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
identical resources,identical resource,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
major deficiency,major deficiency,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
optimal retrieval,optimal retrieval,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
current search,current search,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
personalized search,personalized search,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
theoretic framework,theoretic framework,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
intelligent client,intelligent client,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
overall change,overall change,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
inherent issue,inherent issue,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
available test,available test,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
additional relevance,additional relevance,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
manual processing,manual processing,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
theoretical investigations,theoretical investigation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
inverse document,inverse document,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
intuitive idf,intuitive idf,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
probabilistic retrieval,probabilistic retrieval,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
single server,single server,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
monetary transfers,monetary transfer,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
wireless pdas,wireless pda,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
adequate functionality,adequate functionality,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
pda thinclient,pda thinclient,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
powerful servers,powerful server,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
simple screen,simple screen,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
seamless mobility,seamless mobility,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
different clients,different client,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
available screen,available screen,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
local pda,local pda,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
superior web,superior web,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.726453857206714e-05,
crucial browser,crucial browser,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
behavioral economics,behavioral economic,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
individual decision,individual decision,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
individual rationality,individual rationality,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
immediate gratification,immediate gratification,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
realistic descriptions,realistic description,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
psychological distortions,psychological distortion,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
behavioral literature,behavioral literature,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
effective adaptive,effective adaptive,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
operational conditions,operational condition,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
hybrid adaptive,hybrid adaptive,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
hybrid control,hybrid control,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
adaptive behavior,adaptive behavior,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
spatial proximities,spatial proximity,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
actual context,actual context,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
aware application,aware application,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
new mechanism,new mechanism,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
dynamic pari,dynamic pari,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
infinite buy,infinite buy,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
basic dpm,basic dpm,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
closed form,closed form,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
respective price,respective price,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
collaborative document,collaborative document,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
collaborative editing,collaborative editing,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
different angle,different angle,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
pervasive document,pervasive document,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
sophisticated collaboration,sophisticated collaboration,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
multiple devices,multiple device,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
conceptual architecture,conceptual architecture,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
private sectors,private sector,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
interactive work,interactive work,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
efficient approaches,efficient approach,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
remote access,remote access,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
individual clients,individual client,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
spatial query,spatial query,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
prolonged periods,prolonged period,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
centralized peer,centralized peer,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
active clients,active client,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
key difficulty,key difficulty,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
desirable outcome,desirable outcome,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
earlier work,early work,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
benevolent designer,benevolent designer,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
special cases,special case,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
interesting variant,interesting variant,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
deterministic auction,deterministic auction,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
randomized auction,randomized auction,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
vehicular ad,vehicular ad,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
termed zebroids,termed zebroid,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
mobile device,mobile device,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
rich set,rich set,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
repository size,repository size,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
novel insights,novel insight,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
minimal overhead,minimal overhead,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
surprising findings,surprising finding,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
random replacement,random replacement,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
simplified instantiation,simplified instantiation,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
celebrated achievement,celebrated achievement,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
optimal output,optimal output,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
optimal solution,optimal solution,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
vcg payment,vcg payment,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
binary demand,binary demand,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
available actions,available action,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
proper payment,proper payment,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
certain monotonicity,certain monotonicity,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
general composition,general composition,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
complex combinations,complex combination,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
current boom,current boom,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
automatic fashion,automatic fashion,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
trivial vector,trivial vector,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
sophisticated impedance,sophisticated impedance,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
vocabulary impedance,vocabulary impedance,ADJ+NOUN,2,1,1,0.025836,False,rejected,-4.774076032669494e-05,
